"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","CollMethd","REP","F_Record","PO4F","F_PO4F","NH4F","F_NH4F","NO2F","F_NO2F","NO3F","F_NO3F","NO23F","F_NO23F","CHLA_N","F_CHLA_N",
"cbvspnut  ","P",01/11/2017 15:53,1,1,1         ,1         ,"{CSP} {PNP} {TSE} {WH0} {S} {WS0}",0.0254,<0>  ,0.0904,<0>  ,0.0034,<0>  ,0.4917,<0>  ,0.4951,<0>  ,2.21,<0>  ,
"cbvspnut  ","P",01/11/2017 15:54,1,1,1         ,2         ,"{CSP} {PNP} {TSE} {WH0} {S} {WS0}",0.0238,<1> [SCC] ,0.0897,<0>  ,0.0036,<0>  ,0.5065,<0>  ,0.5101,<0>  ,2.13,<0>  ,
"cbvspnut  ","P",02/06/2017 12:56,1,1,1         ,1         ,"{CSP} {PNP} {TSE} {WH0} {E} {WS0}",0.0174,<0>  ,0.0608,<0>  ,0.0032,<0>  ,0.3973,<0>  ,0.4005,<0>  ,2.31,<0>  ,
"cbvspnut  ","P",02/06/2017 12:57,1,1,1         ,2         ,"{CSP} {PNP} {TSE} {WH0} {E} {WS0}",0.019,<0>  ,0.0773,<0>  ,0.0032,<0>  ,0.4181,<0>  ,0.4213,<0>  ,1.5,<0>  ,
"cbvspnut  ","P",03/07/2017 13:55,1,1,1         ,1         ,"{CSP} {PNP} {TSE} {WH1} {SW} {WS1}",0.0266,<0>  ,0.1092,<0>  ,0.0034,<0>  ,0.3595,<0>  ,0.3629,<0>  ,2.69,<0>  ,
"cbvspnut  ","P",03/07/2017 13:56,1,1,1         ,2         ,"{CSP} {PNP} {TSE} {WH1} {SW} {WS1}",0.0298,<1> [SCC] ,0.0996,<0>  ,0.0032,<0>  ,0.3343,<0>  ,0.3375,<0>  ,2.96,<0>  ,
"cbvspnut  ","P",04/04/2017 12:59,1,1,1         ,1         ,"{WS0} {SW} {WH0} {TSE} {PNP} {CSP}",0.0182,<0>  ,0.0726,<0>  ,0.0019,<0>  ,0.3353,<0>  ,0.3372,<0>  ,5.12,<0>  ,
"cbvspnut  ","P",04/04/2017 13:00,1,1,1         ,2         ,"{WS0} {SW} {WH0} {TSE} {PNP} {CSP}",0.0199,<0>  ,0.0515,<0>  ,0.0019,<0>  ,0.3287,<0>  ,0.3306,<0>  ,4.13,<0>  ,
"cbvspnut  ","P",05/03/2017 12:06,1,1,1         ,1         ,"{WS0} {NW} {WH0} {TSE} {PNP} {CCL}",0.0385,<0>  ,0.0301,<0>  ,0.0017,<0>  ,0.1823,<0>  ,0.184,<0>  ,6.5,<0>  ,
"cbvspnut  ","P",05/03/2017 12:07,1,1,1         ,2         ,"{WS0} {NW} {WH0} {TSE} {PNP} {CCL}",0.0351,<0>  ,0.064,<0>  ,0.0017,<0>  ,0.1864,<0>  ,0.1881,<0>  ,6.46,<0>  ,
"cbvspnut  ","P",06/01/2017 10:13,1,1,1         ,1         ,"{WS0} {N} {WH0} {TSE} {PNP} {CCL}",0.0371,<0>  ,0.0421,<0>  ,0.0025,<0>  ,0.2363,<0>  ,0.2388,<0>  ,4.98,<0>  ,
"cbvspnut  ","P",06/01/2017 10:15,1,1,1         ,2         ,"{WS0} {N} {WH0} {TSE} {PNP} {CCL}",0.0371,<0>  ,0.0428,<0>  ,0.0025,<0>  ,0.2414,<0>  ,0.2439,<0>  ,4.68,<0>  ,
"cbvspnut  ","P",07/05/2017 13:32,1,1,1         ,1         ,"{COC} {PNP} {TSE} {WH0} {NE} {WS0}",0.0267,<0>  ,0.0268,<0>  ,8.0E-4,<0>  ,0.2432,<0>  ,0.244,<0>  ,9.88,<0>  ,
"cbvspnut  ","P",07/05/2017 13:33,1,1,1         ,2         ,"{COC} {PNP} {TSE} {WH0} {NE} {WS0}",0.0318,<0>  ,0.0276,<0>  ,8.0E-4,<0>  ,0.2561,<0>  ,0.2569,<0>  ,13.07,<0>  ,
"cbvspnut  ","P",08/01/2017 11:50,1,1,1         ,1         ,"{WS0} {E} {WH1} {TSE} {PNP} {CCL}",0.0143,<0>  ,0.0070,<1> [SRD] ,0.0011,<0>  ,"",<-4> [SCB] ,0.0031,<-4> [SBL] ,23.99,<0>  ,
"cbvspnut  ","P",08/01/2017 11:51,1,1,1         ,2         ,"{WS0} {E} {WH1} {TSE} {PNP} {CCL}",0.0159,<0>  ,0.0146,<1> [SRD] ,0.0011,<0>  ,"",<-4> [SCB] ,0.0031,<-4> [SBL] ,23.92,<0>  ,
"cbvspnut  ","P",09/14/2017 10:52,1,1,1         ,1         ,"{WS1} {W} {WH0} {TSE} {PNP} {COC}",0.0392,<1> [SCC] ,0.0369,<0>  ,0.0022,<0>  ,0.0063,<0>  ,0.0085,<0>  ,24.98,<0>  ,
"cbvspnut  ","P",09/14/2017 10:54,1,1,1         ,2         ,"{WS1} {W} {WH0} {TSE} {PNP} {COC}",0.0376,<1> [SCC] ,0.0347,<0>  ,0.0022,<0>  ,0.0053,<0>  ,0.0075,<0>  ,27.69,<0>  ,
"cbvspnut  ","P",10/12/2017 9:39,1,1,1         ,1         ,"{WS1} {ENE} {WH1} {TSE} {PNP} {CPB}",0.035,<0>  ,0.0268,<0>  ,0.0059,<0>  ,0.079,<0>  ,0.0849,<0>  ,12.41,<0>  ,
"cbvspnut  ","P",10/12/2017 9:40,1,1,1         ,2         ,"{WS1} {ENE} {WH1} {TSE} {PNP} {CPB}",0.0318,<0>  ,0.0298,<0>  ,0.0054,<0>  ,0.0852,<0>  ,0.0906,<0>  ,15.18,<0>  ,
"cbvspnut  ","P",11/15/2017 14:06,1,1,1         ,1         ,"{WS0} {NW} {WH0} {TSE} {PNP} {CPB}",0.0201,<0>  ,0.1027,<0>  ,4.0E-4,<-4> [SBL] ,"",<-4> [SCB] ,0.0614,<0>  ,6.51,<0>  ,
"cbvspnut  ","P",11/15/2017 14:07,1,1,1         ,2         ,"{WS0} {NW} {WH0} {TSE} {PNP} {CPB}",0.0218,<1> [SCC] ,0.0568,<0>  ,4.0E-4,<-4> [SBL] ,"",<-4> [SCB] ,0.0658,<0>  ,4.67,<0>  ,
"cbvspnut  ","P",12/13/2017 15:49,1,1,1         ,1         ,"{CSP} {PNP} {TSE} {WH0} {N} {WS2}",0.0234,<1> [SCC] (CHB) ,0.0779,<1> (CHB) ,4.0E-4,<-4> [SBL] ,"",<-4> [SCB] ,0.1578,<1> (CHB) ,2.13,<0>  ,
"cbvspnut  ","P",12/13/2017 15:50,1,1,1         ,2         ,"{CSP} {PNP} {TSE} {WH0} {N} {WS2}",0.0267,<1> [SCC] (CHB) ,0.1058,<1> (CHB) ,4.0E-4,<1> (CHB) ,0.1495,<1> (CHB) ,0.1499,<1> (CHB) ,1.88,<0>  ,

