"",".pred","actual"
"1",3.83084294444444,1.35
"2",3.352651,1.55
"3",14.7129158333333,14.9
"4",22.3462821666666,13.2
"5",7.04819816666666,6.9
"6",5.1670945,5.8
"7",4.648914,6.4
"8",5.12777883333333,1.7
"9",3.68782716666666,0.7
"10",5.994147,5.3
"11",11.6857898333333,9.5
"12",6.02486561111111,2.8
"13",10.1922288888889,15.4
"14",8.31291483333334,7.7
"15",10.8322235,6
"16",14.5389204444444,13.5
"17",4.24364816666667,1.9
"18",13.2495470555555,11.7
"19",13.429484,13.5
"20",16.4347747222222,14.3
"21",15.3772380555556,5
"22",5.67585227777778,10.2
"23",9.66335361111112,4.2
"24",4.48455777777777,2.5
"25",3.75990794444444,1.5
"26",2.89994761111111,3
"27",6.26856044444444,1.1
"28",8.88798755555555,5.1
"29",7.83612333333333,1.5
"30",7.202925,9
"31",9.15666350000001,5.2
"32",9.691123,1.96666666666667
"33",5.76536383333334,1.05
"34",9.09197611111113,6.3
"35",9.69984,15.4
"36",12.2582077222222,9.1
"37",11.4890366111111,9.3
"38",7.21438888888889,2.05
"39",10.9287784444444,4.5
"40",12.7747675,5.6
"41",11.3341043333333,5.1
"42",8.60717194444444,5.4
"43",4.84086888888889,5.35
"44",18.4776618333333,67
"45",22.7640355,3.2
"46",21.8849483333333,50.8
"47",17.9290751666666,70.2
"48",4.86045066666666,4
"49",10.4431787777778,13.4
"50",10.4249897777778,14.2
"51",9.67775538888889,10.9
"52",8.84186755555556,9.6
"53",8.83944255555556,11.8
"54",8.38674866666666,4
"55",10.6665205,1.35
"56",17.10609,8.1
"57",10.6313596666667,8.5
"58",14.107689,4.8
"59",4.79176205555555,4.9
"60",7.63188066666668,7.3
"61",4.64647911111111,4.6
"62",2.31547533333333,0.9
"63",1.93034033333334,0.7
"64",1.48257050000001,0.5
"65",5.90734683333333,9.6
"66",5.744781,5.6
"67",6.96829855555554,6.1
"68",7.63066444444443,1.7
"69",2.7496245,1.1
"70",3.69324649999999,1.1
"71",3.71906966666666,1.2
"72",8.14823199999999,3
"73",7.65165833333333,8.7
"74",8.24086983333333,5
"75",12.2396342777778,8.3
"76",8.91128033333334,7.9
"77",13.5866107222222,14.4
"78",13.1621017777778,9.5
"79",6.19929933333333,13.9
"80",13.826786,8.55
"81",31.9395843333333,23.8
"82",33.0587176666667,17.7
"83",27.5621836666666,23.8
"84",26.9118651666667,24.6
"85",29.8678505,25.2
"86",27.225566,24
"87",27.654433,18.5
"88",33.6856996666667,24.6
"89",33.4236736111111,36.6
"90",39.2391883333334,45.8
"91",12.7671201666667,31.65
"92",40.9907205,39.3
"93",16.150487,2.05
"94",20.4387411666666,17
"95",15.9724895,13.9
"96",14.800833,13.4
"97",13.9282858333333,13.4
"98",16.627636,10.6
"99",2.078775,1.2
"100",5.484178,1.7
"101",7.26996761111112,4.85
"102",3.90071033333334,1.7
"103",3.05778883333334,2.1
"104",3.68507616666666,2.8
"105",4.17389044444444,1.9
"106",7.18333633333331,1.9
"107",6.10347016666666,0.5
"108",3.156418,4.05
"109",13.8463776666667,23.9
"110",13.3461811666667,10.25
"111",14.1321473333333,13.2
"112",13.0803601666667,12.9
"113",15.6231,28
"114",9.30951383333333,21.75
"115",12.0040948888889,12.8
"116",26.2184931666667,17.9
"117",11.691757,16.25
"118",30.3943408333333,32.7
"119",27.6302708333333,27
"120",30.09431,15.1
"121",25.064038,25.6
"122",19.0670386666667,18.2
"123",19.683167,29.4
"124",7.59579722222222,3.15
"125",7.218346,8.5
"126",9.76971233333332,10
"127",6.85878516666666,2
"128",4.2209945,2
"129",6.81728633333333,10.4
"130",14.1220915,17.6
"131",12.6016163333333,25.5
"132",5.51328183333333,3.5
"133",5.68141183333334,2.4
"134",6.34143055555556,4
"135",5.46356533333332,1.2
"136",2.47121016666667,1.2
"137",8.99106411111111,6.6
"138",9.25180111111111,6.4
"139",8.55428216666667,8
"140",5.34893599999999,4.6
"141",36.2759208888889,20.45
"142",13.8295996666667,10.3
"143",35.082622,20.4
"144",28.4485493888889,44.3
"145",24.9719505555556,30.2
"146",23.1496213888889,24.5
"147",25.297471,32.4
"148",29.5070347777778,32.5
