"","pH","NO3"
"1",6.5,1.96963845396825
"2",7.05823711340206,1.96366114853968
"3",7.06698969072165,1.96369882076191
"4",7.16455251026737,1.94959631949206
"5",7.19837398373984,1.91457450352381
"6",7.21653340038555,1.91219226976191
"7",7.30096907216495,1.83205443838095
"8",7.33652577319588,1.82839195226984
"9",7.34471544715447,1.82588746590476
"10",7.35121951219512,1.8260357631746
"11",7.36170731707317,1.8246290448254
"12",7.39591463414634,1.82518775215873
"13",7.42131707317073,1.79202849609524
"14",7.43637398373984,1.73213007839683
"15",7.46291363454618,1.72441948274603
"16",7.48834366253499,1.71823569769841
"17",7.50544715447155,1.71735888822222
"18",7.53105137944822,1.70502903634921
"19",7.53997073170732,1.69715108760317
"20",7.5516947275144,1.69038019638095
"21",7.56666666666667,1.68404352320635
"22",7.57665853658537,1.67756959557143
"23",7.58365040650406,1.66817922761905
"24",7.59427489004398,1.65786073479365
"25",7.6,1.65669984774603
"26",7.60325869652139,1.65333510498413
"27",7.6135824809861,1.63573573328571
"28",7.62695105188165,1.62816730007937
"29",7.64051419432227,1.62329830007937
"30",7.65691056910569,1.61327647468254
"31",7.67211382113821,1.6110097151746
"32",7.67886178861789,1.60843018184127
"33",7.68211382113821,1.60936922398413
"34",7.68892909228061,1.61142074598413
"35",7.69809756097561,1.60746718660317
"36",7.70169139217165,1.60612274214286
"37",7.71278801316939,1.59996232961905
"38",7.71713200905205,1.60057436950794
"39",7.72333919765427,1.60356590960317
"40",7.73252032520325,1.60742385542857
"41",7.73957254211717,1.61042239465079
"42",7.74560162601626,1.60983066020635
"43",7.74878048780488,1.61120945053968
"44",7.75613980387227,1.61417375877778
"45",7.76386991869919,1.61221209768254
"46",7.76907216494845,1.61349361926984
"47",7.77317073170732,1.61527059444444
"48",7.77967479674797,1.62280295074603
"49",7.78449206983873,1.65237276971429
"50",7.78969625345738,1.64908348353968
"51",7.79551179528189,1.65864658279365
"52",7.79917821531181,1.6643859561746
"53",7.8,1.66539202866667
"54",7.80704953917051,1.6500489524127
"55",7.810802782667,1.64724709195238
"56",7.8153964462325,1.6558975004127
"57",7.82045427876959,1.65718769484127
"58",7.83068016092532,1.66943918734921
"59",7.8368071410611,1.70411241063492
"60",7.84844524252155,1.75621025660317
"61",7.85315061604224,1.66739301269841
"62",7.85926016260163,1.66581920487302
"63",7.86693333333333,1.66245277553968
"64",7.87628865979381,1.65889123853968
"65",7.88561382113821,1.65638685533333
"66",7.89278350515464,1.66001620388889
"67",7.9,1.67538330322222
"68",7.90411940172385,1.67557135453968
"69",7.91202849719219,1.66595069736508
"70",7.92508712185229,1.66654442169841
"71",7.93233674272227,1.66750353455556
"72",7.94454471544715,1.6648109484127
"73",7.95265241807057,1.66558742663492
"74",7.96245945037963,1.674232887
"75",7.97088244702119,1.67355272912698
"76",7.97818437420124,1.66220865328571
"77",7.98478350515464,1.66187053419048
"78",7.99589479465946,1.6618792514127
"79",8,1.6636472334127
"80",8.00870731707317,1.66328019960317
"81",8.01649484536082,1.66357312307936
"82",8.02867772890844,1.66977868879365
"83",8.04485714285714,1.67404236263492
"84",8.06873195876289,1.6788490301746
"85",8.08939969579179,1.68996135192063
"86",8.1,1.69291719534921
"87",8.13679743988929,1.69169739411111
"88",8.18684552845528,1.68013303703175
"89",8.20274930027989,1.67708619649206
"90",8.2355,1.66585963569841
"91",8.25495934959349,1.66394396577778
"92",8.28665853658537,1.66234202474603
"93",8.29762601626016,1.66251916715873
"94",8.30546039728439,1.65852209195238
"95",8.32199497108373,1.65665394769841
"96",8.35862165786606,1.64672861025397
"97",8.40994317324616,1.61728917687302
"98",8.49254338264694,1.603480176
"99",8.51712195121951,1.60378411803175
"100",8.75118556701031,1.60010770750794
"101",8.81546391752577,1.60724862873016
