"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"owcolwq   ","P",03/26/2019 10:45,0,1,"",5.8,<0> (CND),0.49,<0> (CND),0.2,<0> (CND),97.6,<0> (CND),12.2,<0> (CND),0.70,<0> (CND),0.52,<3> ,"",<-1> ,"","",8.0,<0> (CND),31,<0> (CND),"",<-1> ,
"owcolwq   ","P",03/26/2019 11:00,0,1,"",6.0,<0> ,0.51,<0> ,0.2,<0> ,96.2,<0> ,12.0,<0> ,0.70,<0> ,0.52,<3> ,"",<-1> ,"","",8.0,<0> ,25,<0> ,"",<-1> ,
"owcolwq   ","P",03/26/2019 11:15,0,1,"",6.0,<0> ,0.51,<0> ,0.3,<0> ,96.7,<0> ,12.0,<0> ,0.70,<0> ,0.52,<3> ,"",<-1> ,"","",8.0,<0> ,24,<0> ,"",<-1> ,
"owcolwq   ","P",03/26/2019 11:30,0,1,"",6.7,<0> ,0.51,<0> ,0.3,<0> ,98.2,<0> ,12.0,<0> ,0.71,<0> ,0.53,<3> ,"",<-1> ,"","",8.0,<0> ,25,<0> ,"",<-1> ,
"owcolwq   ","P",03/26/2019 11:45,0,1,"",6.6,<0> ,0.50,<0> ,0.2,<0> ,98.0,<0> ,12.0,<0> ,0.71,<0> ,0.53,<3> ,"",<-1> ,"","",8.0,<0> ,28,<0> ,"",<-1> ,
"owcolwq   ","P",03/26/2019 12:00,0,1,"",6.3,<0> ,0.51,<0> ,0.2,<0> ,97.3,<0> ,12.0,<0> ,0.71,<0> ,0.53,<3> ,"",<-1> ,"","",8.0,<0> ,27,<0> ,"",<-1> ,
"owcolwq   ","P",03/26/2019 12:15,0,1,"",6.6,<0> ,0.50,<0> ,0.2,<0> ,98.4,<0> ,12.1,<0> ,0.71,<0> ,0.53,<3> ,"",<-1> ,"","",8.0,<0> ,26,<0> ,"",<-1> ,
"owcolwq   ","P",03/26/2019 12:30,0,1,"",6.9,<0> ,0.50,<0> ,0.2,<0> ,98.0,<0> ,11.9,<0> ,0.71,<0> ,0.53,<3> ,"",<-1> ,"","",8.0,<0> ,27,<0> ,"",<-1> ,
"owcolwq   ","P",03/26/2019 12:45,0,1,"",6.5,<0> ,0.50,<0> ,0.2,<0> ,98.3,<0> ,12.1,<0> ,0.72,<0> ,0.54,<3> ,"",<-1> ,"","",8.0,<0> ,25,<0> ,"",<-1> ,
"owcolwq   ","P",03/26/2019 13:00,0,1,"",6.1,<0> ,0.50,<0> ,0.2,<0> ,97.4,<0> ,12.1,<0> ,0.72,<0> ,0.54,<3> ,"",<-1> ,"","",8.0,<0> ,26,<0> ,"",<-1> ,
