"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"owcbrwq   ","P",03/03/2020 2:00,0,0,"",19.8,<0> ,0.36,<0> ,0.2,<0> ,98.2,<0> ,9.0,<0> ,-0.10,<0> ,-0.02,<3> ,"",<-1> ,"","",8.2,<0> ,1,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 2:15,0,0,"",19.8,<0> ,0.36,<0> ,0.2,<0> ,98.2,<0> ,9.0,<0> ,-0.10,<0> ,-0.01,<3> ,"",<-1> ,"","",8.2,<0> ,1,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 2:30,0,0,"",19.8,<0> ,0.36,<0> ,0.2,<0> ,98.2,<0> ,9.0,<0> ,-0.10,<0> ,-0.01,<3> ,"",<-1> ,"","",8.2,<0> ,1,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 2:45,0,0,"",19.8,<0> ,0.36,<0> ,0.2,<0> ,98.4,<0> ,9.0,<0> ,-0.10,<0> ,-0.01,<3> ,"",<-1> ,"","",8.2,<0> ,1,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 3:00,0,0,"",19.8,<0> ,0.36,<0> ,0.2,<0> ,98.6,<0> ,9.0,<0> ,-0.10,<0> ,-0.01,<3> ,"",<-1> ,"","",8.2,<0> ,1,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 3:15,0,0,"",19.8,<0> ,0.36,<0> ,0.2,<0> ,98.7,<0> ,9.0,<0> ,-0.10,<0> ,0.00,<3> ,"",<-1> ,"","",8.2,<0> ,1,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 3:30,0,0,"",19.8,<0> ,0.36,<0> ,0.2,<0> ,98.9,<0> ,9.0,<0> ,-0.10,<0> ,0.00,<3> ,"",<-1> ,"","",8.2,<0> ,1,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 3:45,0,0,"",19.9,<0> ,0.36,<0> ,0.2,<0> ,99.0,<0> ,9.0,<0> ,-0.10,<0> ,0.00,<3> ,"",<-1> ,"","",8.2,<0> ,1,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 4:00,0,0,"",19.9,<0> ,0.36,<0> ,0.2,<0> ,99.0,<0> ,9.0,<0> ,-0.10,<0> ,0.00,<3> ,"",<-1> ,"","",8.2,<0> ,1,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 4:15,0,0,"",19.9,<0> ,0.34,<0> ,0.2,<0> ,98.9,<0> ,9.0,<0> ,-0.10,<0> ,0.00,<3> ,"",<-1> ,"","",8.0,<0> ,1,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 4:30,0,0,"",18.7,<0> ,0.01,<0> ,0.0,<0> ,98.8,<0> ,9.2,<0> ,-0.13,<0> ,-0.03,<3> ,"",<-1> ,"","",7.6,<0> ,1,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 4:45,0,0,"",10.8,<0> ,0.01,<0> ,0.0,<0> ,100.3,<0> ,11.1,<0> ,-0.13,<0> ,-0.03,<3> ,"",<-1> ,"","",8.1,<0> ,2,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 5:00,0,0,"",5.1,<0> ,0.46,<0> ,0.2,<0> ,93.6,<0> ,11.9,<0> ,0.36,<0> ,0.46,<3> ,"",<-1> ,"","",7.9,<0> ,69,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 5:15,0,0,"",5.1,<0> ,0.46,<0> ,0.2,<0> ,95.4,<0> ,12.1,<0> ,0.35,<0> ,0.46,<3> ,"",<-1> ,"","",7.6,<0> ,82,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 5:30,0,0,"",5.2,<0> ,0.46,<0> ,0.2,<0> ,95.7,<0> ,12.2,<0> ,0.35,<0> ,0.46,<3> ,"",<-1> ,"","",7.6,<0> ,73,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 5:45,0,0,"",5.2,<0> ,0.46,<0> ,0.2,<0> ,95.9,<0> ,12.2,<0> ,0.35,<0> ,0.46,<3> ,"",<-1> ,"","",7.6,<0> ,90,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 6:00,0,0,"",5.2,<0> ,0.46,<0> ,0.2,<0> ,96.4,<0> ,12.2,<0> ,0.34,<0> ,0.45,<3> ,"",<-1> ,"","",7.6,<0> ,83,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 6:15,0,0,"",5.3,<0> ,0.46,<0> ,0.2,<0> ,96.9,<0> ,12.3,<0> ,0.34,<0> ,0.46,<3> ,"",<-1> ,"","",7.6,<0> ,73,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 6:30,0,0,"",5.4,<0> ,0.46,<0> ,0.2,<0> ,97.1,<0> ,12.3,<0> ,0.35,<0> ,0.47,<3> ,"",<-1> ,"","",7.7,<0> ,76,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 6:45,0,0,"",5.4,<0> ,0.46,<0> ,0.2,<0> ,97.3,<0> ,12.3,<0> ,0.34,<0> ,0.46,<3> ,"",<-1> ,"","",7.7,<0> ,78,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 7:00,0,0,"",5.5,<0> ,0.46,<0> ,0.2,<0> ,97.7,<0> ,12.3,<0> ,0.35,<0> ,0.47,<3> ,"",<-1> ,"","",7.7,<0> ,59,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 7:15,0,0,"",5.5,<0> ,0.46,<0> ,0.2,<0> ,97.9,<0> ,12.3,<0> ,0.35,<0> ,0.47,<3> ,"",<-1> ,"","",7.7,<0> ,70,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 7:30,0,0,"",5.6,<0> ,0.46,<0> ,0.2,<0> ,98.1,<0> ,12.3,<0> ,0.36,<0> ,0.48,<3> ,"",<-1> ,"","",7.7,<0> ,68,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 7:45,0,0,"",5.6,<0> ,0.46,<0> ,0.2,<0> ,98.2,<0> ,12.3,<0> ,0.37,<0> ,0.49,<3> ,"",<-1> ,"","",7.7,<0> ,74,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 8:00,0,0,"",5.7,<0> ,0.46,<0> ,0.2,<0> ,98.2,<0> ,12.3,<0> ,0.38,<0> ,0.50,<3> ,"",<-1> ,"","",7.7,<0> ,63,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 8:15,0,0,"",5.7,<0> ,0.46,<0> ,0.2,<0> ,98.2,<0> ,12.3,<0> ,0.38,<0> ,0.50,<3> ,"",<-1> ,"","",7.8,<0> ,69,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 8:30,0,0,"",5.8,<0> ,0.46,<0> ,0.2,<0> ,98.3,<0> ,12.3,<0> ,0.39,<0> ,0.52,<3> ,"",<-1> ,"","",7.8,<0> ,71,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 8:45,0,0,"",5.8,<0> ,0.47,<0> ,0.2,<0> ,98.5,<0> ,12.3,<0> ,0.40,<0> ,0.53,<3> ,"",<-1> ,"","",7.8,<0> ,68,<0> ,"",<-1> ,
"owcbrwq   ","P",03/03/2020 9:00,0,0,"",5.9,<0> ,0.48,<0> ,0.2,<0> ,98.6,<0> ,12.3,<0> ,0.41,<0> ,0.54,<3> ,"",<-1> ,"","",7.8,<0> ,55,<0> ,"",<-1> ,
