"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"owcolwq   ","P",03/03/2020 0:00,0,0,"",5.6,<0> ,0.55,<0> ,0.3,<0> ,94.7,<0> ,11.9,<0> ,0.77,<0> ,0.84,<3> ,"",<-1> ,"","",7.8,<0> ,49,<0> ,"",<-1> ,
"owcolwq   ","P",03/03/2020 0:15,0,0,"",5.6,<0> ,0.54,<0> ,0.3,<0> ,94.3,<0> ,11.9,<0> ,0.76,<0> ,0.83,<3> ,"",<-1> ,"","",7.8,<0> ,49,<0> ,"",<-1> ,
"owcolwq   ","P",03/03/2020 0:30,0,0,"",5.5,<0> ,0.54,<0> ,0.3,<0> ,94.0,<0> ,11.8,<0> ,0.76,<0> ,0.83,<3> ,"",<-1> ,"","",7.7,<0> ,51,<0> ,"",<-1> ,
"owcolwq   ","P",03/03/2020 0:45,0,0,"",5.5,<0> ,0.54,<0> ,0.3,<0> ,93.7,<0> ,11.8,<0> ,0.76,<0> ,0.84,<3> ,"",<-1> ,"","",7.7,<0> ,52,<0> ,"",<-1> ,
"owcolwq   ","P",03/03/2020 1:00,0,0,"",5.5,<0> ,0.53,<0> ,0.3,<0> ,93.5,<0> ,11.8,<0> ,0.76,<0> ,0.84,<3> ,"",<-1> ,"","",7.7,<0> ,54,<0> ,"",<-1> ,
"owcolwq   ","P",03/03/2020 1:15,0,0,"",5.5,<0> ,0.52,<0> ,0.3,<0> ,92.9,<0> ,11.7,<0> ,0.76,<0> ,0.83,<3> ,"",<-1> ,"","",7.7,<0> ,56,<0> ,"",<-1> ,
"owcolwq   ","P",03/03/2020 1:30,0,0,"",5.4,<0> ,0.52,<0> ,0.3,<0> ,93.1,<0> ,11.7,<0> ,0.76,<0> ,0.84,<3> ,"",<-1> ,"","",7.7,<0> ,56,<0> ,"",<-1> ,
"owcolwq   ","P",03/03/2020 1:45,0,0,"",5.4,<0> ,0.52,<0> ,0.3,<0> ,93.0,<0> ,11.7,<0> ,0.76,<0> ,0.84,<3> ,"",<-1> ,"","",7.7,<0> ,57,<0> ,"",<-1> ,
"owcolwq   ","P",03/03/2020 2:00,0,0,"",5.4,<0> ,0.52,<0> ,0.3,<0> ,93.1,<0> ,11.8,<0> ,0.76,<0> ,0.84,<3> ,"",<-1> ,"","",7.7,<0> ,57,<0> ,"",<-1> ,
"owcolwq   ","P",03/03/2020 2:15,0,0,"",5.3,<0> ,0.52,<0> ,0.3,<0> ,93.0,<0> ,11.8,<0> ,0.76,<0> ,0.85,<3> ,"",<-1> ,"","",7.7,<0> ,58,<0> ,"",<-1> ,
"owcolwq   ","P",03/03/2020 2:30,0,0,"",5.3,<0> ,0.52,<0> ,0.3,<0> ,92.7,<0> ,11.7,<0> ,0.77,<0> ,0.86,<3> ,"",<-1> ,"","",7.7,<0> ,57,<0> ,"",<-1> ,
"owcolwq   ","P",03/03/2020 2:45,0,0,"",5.3,<0> ,0.52,<0> ,0.3,<0> ,92.4,<0> ,11.7,<0> ,0.77,<0> ,0.86,<3> ,"",<-1> ,"","",7.7,<0> ,59,<0> ,"",<-1> ,
"owcolwq   ","P",03/03/2020 3:00,0,0,"",5.2,<0> ,0.52,<0> ,0.3,<0> ,92.3,<0> ,11.7,<0> ,0.77,<0> ,0.86,<3> ,"",<-1> ,"","",7.7,<0> ,60,<0> ,"",<-1> ,
"owcolwq   ","P",03/03/2020 3:15,0,0,"",5.2,<0> ,0.52,<0> ,0.3,<0> ,92.2,<0> ,11.7,<0> ,0.77,<0> ,0.87,<3> ,"",<-1> ,"","",7.7,<0> ,61,<0> ,"",<-1> ,
"owcolwq   ","P",03/03/2020 3:30,0,0,"",5.2,<0> ,0.52,<0> ,0.3,<0> ,92.0,<0> ,11.7,<0> ,0.77,<0> ,0.87,<3> ,"",<-1> ,"","",7.7,<0> ,60,<0> ,"",<-1> ,
"owcolwq   ","P",03/03/2020 3:45,0,0,"",5.1,<0> ,0.52,<0> ,0.3,<0> ,91.8,<0> ,11.7,<0> ,0.77,<0> ,0.87,<3> ,"",<-1> ,"","",7.7,<0> ,60,<0> ,"",<-1> ,
"owcolwq   ","P",03/03/2020 4:00,0,0,"",5.1,<0> ,0.52,<0> ,0.3,<0> ,91.6,<0> ,11.6,<0> ,0.77,<0> ,0.87,<3> ,"",<-1> ,"","",7.7,<0> ,61,<0> ,"",<-1> ,
"owcolwq   ","P",03/03/2020 4:15,0,0,"",5.1,<0> ,0.52,<0> ,0.3,<0> ,91.5,<0> ,11.6,<0> ,0.78,<0> ,0.88,<3> ,"",<-1> ,"","",7.7,<0> ,59,<0> ,"",<-1> ,
"owcolwq   ","P",03/03/2020 4:30,0,0,"",5.1,<0> ,0.52,<0> ,0.3,<0> ,91.3,<0> ,11.6,<0> ,0.77,<0> ,0.87,<3> ,"",<-1> ,"","",7.7,<0> ,62,<0> ,"",<-1> ,
"owcolwq   ","P",03/03/2020 4:45,0,0,"",5.0,<0> ,0.53,<0> ,0.3,<0> ,91.7,<0> ,11.7,<0> ,0.77,<0> ,0.87,<3> ,"",<-1> ,"","",7.7,<0> ,53,<0> ,"",<-1> ,
"owcolwq   ","P",03/03/2020 5:00,0,0,"",11.6,<0> ,0.00,<0> ,0.0,<0> ,99.5,<0> ,10.8,<0> ,-0.12,<0> ,-0.02,<3> ,"",<-1> ,"","",7.9,<0> ,6,<0> ,"",<-1> ,
"owcolwq   ","P",03/03/2020 5:15,0,0,"",11.5,<0> ,0.00,<0> ,0.0,<0> ,99.4,<0> ,10.8,<0> ,-0.12,<0> ,-0.01,<3> ,"",<-1> ,"","",7.8,<0> ,6,<0> ,"",<-1> ,
"owcolwq   ","P",03/03/2020 5:30,0,0,"",10.3,<0> ,0.00,<0> ,0.0,<0> ,99.4,<0> ,11.1,<0> ,-0.11,<0> ,0.00,<3> ,"",<-1> ,"","",7.8,<0> ,6,<0> ,"",<-1> ,
"owcolwq   ","P",03/03/2020 5:45,0,0,"",10.1,<0> ,0.00,<0> ,0.0,<0> ,99.9,<0> ,11.3,<0> ,-0.12,<0> ,-0.01,<3> ,"",<-1> ,"","",7.8,<0> ,7,<0> ,"",<-1> ,
