"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"owcwmwq   ","P",04/01/1997 0:00,1,0,"",7.3,<4> ,0.44,<4> ,0.2,<4> ,82.8,<4> ,10.0,<4> ,0.79,<4> ,"","","",<-1> ,"","",8.0,<4> ,196,<4> ,"",<-1> ,
"owcwmwq   ","P",04/01/1997 0:15,1,0,"",7.3,<4> ,0.45,<4> ,0.2,<4> ,82.9,<4> ,10.0,<4> ,0.79,<4> ,"","","",<-1> ,"","",8.0,<4> ,172,<4> ,"",<-1> ,
"owcwmwq   ","P",04/01/1997 0:30,1,0,"",7.2,<4> ,0.45,<4> ,0.2,<4> ,82.8,<4> ,10.0,<4> ,0.79,<4> ,"","","",<-1> ,"","",8.0,<4> ,161,<4> ,"",<-1> ,
"owcwmwq   ","P",04/01/1997 0:45,1,0,"",7.2,<4> ,0.45,<4> ,0.2,<4> ,82.8,<4> ,10.0,<4> ,0.80,<4> ,"","","",<-1> ,"","",8.0,<4> ,203,<4> ,"",<-1> ,
"owcwmwq   ","P",04/01/1997 1:00,1,0,"",7.1,<4> ,0.45,<4> ,0.2,<4> ,82.6,<4> ,10.0,<4> ,0.79,<4> ,"","","",<-1> ,"","",8.0,<4> ,156,<4> ,"",<-1> ,
"owcwmwq   ","P",04/01/1997 1:15,1,0,"",7.1,<4> ,0.45,<4> ,0.2,<4> ,82.5,<4> ,10.0,<4> ,0.79,<4> ,"","","",<-1> ,"","",8.0,<4> ,194,<4> ,"",<-1> ,
"owcwmwq   ","P",04/01/1997 1:30,1,0,"",7.0,<4> ,0.45,<4> ,0.2,<4> ,82.4,<4> ,10.0,<4> ,0.78,<4> ,"","","",<-1> ,"","",8.0,<4> ,186,<4> ,"",<-1> ,
"owcwmwq   ","P",04/01/1997 1:45,1,0,"",7.0,<4> ,0.45,<4> ,0.2,<4> ,82.2,<4> ,10.0,<4> ,0.78,<4> ,"","","",<-1> ,"","",8.0,<4> ,183,<4> ,"",<-1> ,
"owcwmwq   ","P",04/01/1997 2:00,1,0,"",6.9,<4> ,0.45,<4> ,0.2,<4> ,82.1,<4> ,10.0,<4> ,0.79,<4> ,"","","",<-1> ,"","",8.0,<4> ,187,<4> ,"",<-1> ,
"owcwmwq   ","P",04/01/1997 2:15,1,0,"",7.0,<4> ,0.45,<4> ,0.2,<4> ,82.4,<4> ,10.0,<4> ,0.78,<4> ,"","","",<-1> ,"","",8.0,<4> ,186,<4> ,"",<-1> ,
"owcwmwq   ","P",04/01/1997 2:30,1,0,"",6.9,<4> ,0.46,<4> ,0.2,<4> ,82.8,<4> ,10.1,<4> ,0.78,<4> ,"","","",<-1> ,"","",8.0,<4> ,198,<4> ,"",<-1> ,
"owcwmwq   ","P",04/01/1997 2:45,1,0,"",6.8,<4> ,0.46,<4> ,0.2,<4> ,82.8,<4> ,10.1,<4> ,0.78,<4> ,"","","",<-1> ,"","",8.1,<4> ,165,<4> ,"",<-1> ,
