"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"owcwmwq   ","P",04/01/1998 0:00,1,0,"",9.5,<4> ,0.28,<4> ,0.1,<4> ,120.7,<4> ,13.8,<4> ,0.56,<4> ,"","","",<-1> ,"","",8.0,<4> ,58,<4> ,"",<-1> ,
"owcwmwq   ","P",04/01/1998 0:15,1,0,"",9.2,<4> ,0.28,<4> ,0.1,<4> ,120.6,<4> ,13.8,<4> ,0.55,<4> ,"","","",<-1> ,"","",8.1,<4> ,52,<4> ,"",<-1> ,
"owcwmwq   ","P",04/01/1998 0:30,1,0,"",9.8,<4> ,0.29,<4> ,0.1,<4> ,119.7,<4> ,13.6,<4> ,0.56,<4> ,"","","",<-1> ,"","",8.0,<4> ,62,<4> ,"",<-1> ,
"owcwmwq   ","P",04/01/1998 0:45,1,0,"",10.2,<4> ,0.29,<4> ,0.1,<4> ,119.6,<4> ,13.4,<4> ,0.56,<4> ,"","","",<-1> ,"","",8.0,<4> ,73,<4> ,"",<-1> ,
"owcwmwq   ","P",04/01/1998 1:00,1,0,"",10.7,<4> ,0.30,<4> ,0.1,<4> ,119.4,<4> ,13.2,<4> ,0.56,<4> ,"","","",<-1> ,"","",8.0,<4> ,69,<4> ,"",<-1> ,
"owcwmwq   ","P",04/01/1998 1:15,1,0,"",11.1,<4> ,0.30,<4> ,0.1,<4> ,119.9,<4> ,13.2,<4> ,0.55,<4> ,"","","",<-1> ,"","",8.0,<4> ,74,<4> ,"",<-1> ,
"owcwmwq   ","P",04/01/1998 1:30,1,0,"",11.1,<4> ,0.31,<4> ,0.1,<4> ,120.8,<4> ,13.3,<4> ,0.54,<4> ,"","","",<-1> ,"","",8.0,<4> ,73,<4> ,"",<-1> ,
"owcwmwq   ","P",04/01/1998 1:45,1,0,"",12.0,<4> ,0.32,<4> ,0.2,<4> ,119.3,<4> ,12.8,<4> ,0.54,<4> ,"","","",<-1> ,"","",8.0,<4> ,90,<4> ,"",<-1> ,
"owcwmwq   ","P",04/01/1998 2:00,1,0,"",12.3,<4> ,0.32,<4> ,0.2,<4> ,119.4,<4> ,12.8,<4> ,0.52,<4> ,"","","",<-1> ,"","",8.0,<4> ,99,<4> ,"",<-1> ,
"owcwmwq   ","P",04/01/1998 2:15,1,0,"",13.6,<4> ,0.35,<4> ,0.2,<4> ,117.0,<4> ,12.2,<4> ,0.52,<4> ,"","","",<-1> ,"","",7.9,<4> ,136,<4> ,"",<-1> ,
