"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"owcsuwq   ","P",05/24/1995 12:00,1,0,"",18.6,<4> ,1.13,<4> ,0.5,<4> ,79.6,<4> ,7.4,<4> ,0.30,<4> ,"","","",<-1> ,"","",7.5,<4> ,"",<4> ,"",<-1> ,
"owcsuwq   ","P",05/24/1995 12:15,1,0,"",18.5,<4> ,1.14,<4> ,0.5,<4> ,76.9,<4> ,7.2,<4> ,0.31,<4> ,"","","",<-1> ,"","",7.5,<4> ,"",<4> ,"",<-1> ,
"owcsuwq   ","P",05/24/1995 12:30,1,0,"",18.5,<4> ,1.14,<4> ,0.5,<4> ,76.7,<4> ,7.2,<4> ,0.31,<4> ,"","","",<-1> ,"","",7.5,<4> ,"",<4> ,"",<-1> ,
"owcsuwq   ","P",05/24/1995 12:45,1,0,"",18.4,<4> ,1.14,<4> ,0.5,<4> ,76.2,<4> ,7.1,<4> ,0.31,<4> ,"","","",<-1> ,"","",7.5,<4> ,"",<4> ,"",<-1> ,
"owcsuwq   ","P",05/24/1995 13:00,1,0,"",18.3,<4> ,1.14,<4> ,0.5,<4> ,75.2,<4> ,7.1,<4> ,0.32,<4> ,"","","",<-1> ,"","",7.5,<4> ,"",<4> ,"",<-1> ,
"owcsuwq   ","P",05/24/1995 13:15,1,0,"",18.3,<4> ,1.14,<4> ,0.5,<4> ,76.1,<4> ,7.1,<4> ,0.34,<4> ,"","","",<-1> ,"","",7.5,<4> ,"",<4> ,"",<-1> ,
"owcsuwq   ","P",05/24/1995 13:30,1,0,"",18.3,<4> ,1.13,<4> ,0.5,<4> ,77.0,<4> ,7.2,<4> ,0.34,<4> ,"","","",<-1> ,"","",7.6,<4> ,"",<4> ,"",<-1> ,
"owcsuwq   ","P",05/24/1995 13:45,1,0,"",18.1,<4> ,1.14,<4> ,0.5,<4> ,75.3,<4> ,7.1,<4> ,0.32,<4> ,"","","",<-1> ,"","",7.5,<4> ,"",<4> ,"",<-1> ,
"owcsuwq   ","P",05/24/1995 14:00,1,0,"",18.2,<4> ,1.14,<4> ,0.5,<4> ,75.1,<4> ,7.1,<4> ,0.34,<4> ,"","","",<-1> ,"","",7.5,<4> ,"",<4> ,"",<-1> ,
"owcsuwq   ","P",05/24/1995 14:15,1,0,"",18.1,<4> ,1.15,<4> ,0.5,<4> ,74.5,<4> ,7.0,<4> ,0.35,<4> ,"","","",<-1> ,"","",7.5,<4> ,"",<4> ,"",<-1> ,
"owcsuwq   ","P",05/24/1995 14:30,1,0,"",18.0,<4> ,1.15,<4> ,0.5,<4> ,75.4,<4> ,7.1,<4> ,0.36,<4> ,"","","",<-1> ,"","",7.5,<4> ,"",<4> ,"",<-1> ,
"owcsuwq   ","P",05/24/1995 14:45,1,0,"",18.0,<4> ,1.15,<4> ,0.5,<4> ,75.4,<4> ,7.1,<4> ,0.37,<4> ,"","","",<-1> ,"","",7.6,<4> ,"",<4> ,"",<-1> ,
"owcsuwq   ","P",05/24/1995 15:00,1,0,"",17.9,<4> ,1.14,<4> ,0.5,<4> ,75.1,<4> ,7.1,<4> ,0.38,<4> ,"","","",<-1> ,"","",7.5,<4> ,"",<4> ,"",<-1> ,
"owcsuwq   ","P",05/24/1995 15:15,1,0,"",17.8,<4> ,1.14,<4> ,0.5,<4> ,75.1,<4> ,7.1,<4> ,0.38,<4> ,"","","",<-1> ,"","",7.6,<4> ,"",<4> ,"",<-1> ,
"owcsuwq   ","P",05/24/1995 15:30,1,0,"",17.7,<4> ,1.15,<4> ,0.5,<4> ,74.4,<4> ,7.1,<4> ,0.38,<4> ,"","","",<-1> ,"","",7.5,<4> ,"",<4> ,"",<-1> ,
"owcsuwq   ","P",05/24/1995 15:45,1,0,"",17.7,<4> ,1.15,<4> ,0.5,<4> ,74.3,<4> ,7.1,<4> ,0.40,<4> ,"","","",<-1> ,"","",7.5,<4> ,"",<4> ,"",<-1> ,
"owcsuwq   ","P",05/24/1995 16:00,1,0,"",17.5,<4> ,1.14,<4> ,0.5,<4> ,74.0,<4> ,7.1,<4> ,0.40,<4> ,"","","",<-1> ,"","",7.6,<4> ,"",<4> ,"",<-1> ,
"owcsuwq   ","P",05/24/1995 16:15,1,0,"",17.4,<4> ,1.12,<4> ,0.5,<4> ,73.5,<4> ,7.0,<4> ,0.40,<4> ,"","","",<-1> ,"","",7.5,<4> ,"",<4> ,"",<-1> ,
"owcsuwq   ","P",05/24/1995 16:30,1,0,"",17.2,<4> ,1.11,<4> ,0.5,<4> ,72.6,<4> ,7.0,<4> ,0.39,<4> ,"","","",<-1> ,"","",7.5,<4> ,"",<4> ,"",<-1> ,
"owcsuwq   ","P",05/24/1995 16:45,1,0,"",17.0,<4> ,1.10,<4> ,0.5,<4> ,71.7,<4> ,6.9,<4> ,0.40,<4> ,"","","",<-1> ,"","",7.5,<4> ,"",<4> ,"",<-1> ,
"owcsuwq   ","P",05/24/1995 17:00,1,0,"",16.9,<4> ,1.08,<4> ,0.5,<4> ,70.5,<4> ,6.8,<4> ,0.41,<4> ,"","","",<-1> ,"","",7.5,<4> ,"",<4> ,"",<-1> ,
"owcsuwq   ","P",05/24/1995 17:15,1,0,"",16.8,<4> ,1.07,<4> ,0.5,<4> ,70.8,<4> ,6.8,<4> ,0.42,<4> ,"","","",<-1> ,"","",7.5,<4> ,"",<4> ,"",<-1> ,
