"StationCode","isSWMP","DatetimeStamp","Historical","ProvisionalPlus","Frequency","F_Record","ATemp","F_ATemp","RH","F_RH","BP","F_BP","WSpd","F_WSpd","MaxWSpd","F_MaxWSpd","MaxWSpdT","Wdir","F_Wdir","SDWDir","F_SDWDir","TotPAR","F_TotPAR","TotPrcp","F_TotPrcp","TotSoRad","F_TotSoRad",
"owcowmet  ","P",05/01/2001 2:15,1,1,15,"",13.8,<4> ,57,<4> ,996,<4> ,0.3,<4> ,"",<4> ,"",220,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 2:30,1,1,15,"",14.4,<4> ,50,<4> ,996,<4> ,0.5,<4> ,"",<4> ,"",186,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 2:45,1,1,15,"",14.8,<4> ,47,<4> ,996,<4> ,0.8,<4> ,"",<4> ,"",183,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 3:00,1,1,15,"",15.1,<4> ,44,<4> ,996,<4> ,0.2,<4> ,"",<4> ,"",192,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 3:00,1,1,60,"",14.5,<4> ,49,<4> ,996,<4> ,1.0,<4> ,4.0,<4> ,"",190,<4> ,"",<4> ,0.0,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 3:15,1,1,15,"",14.7,<4> ,47,<4> ,996,<4> ,0.2,<4> ,"",<4> ,"",270,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 3:30,1,1,15,"",15.1,<4> ,43,<4> ,996,<4> ,1.4,<4> ,"",<4> ,"",191,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 3:45,1,1,15,"",15.5,<4> ,44,<4> ,996,<4> ,2.0,<4> ,"",<4> ,"",186,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 4:00,1,1,15,"",15.3,<4> ,46,<4> ,996,<4> ,1.1,<4> ,"",<4> ,"",142,<4> ,"",<4> ,0.5,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 4:00,1,1,60,"",15.1,<4> ,46,<4> ,996,<4> ,1.1,<4> ,3.5,<4> ,"",189,<4> ,"",<4> ,0.6,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 4:15,1,1,15,"",15.1,<4> ,53,<4> ,996,<4> ,0.2,<4> ,"",<4> ,"",213,<4> ,"",<4> ,3.1,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 4:30,1,1,15,"",15.0,<4> ,44,<4> ,996,<4> ,0.9,<4> ,"",<4> ,"",219,<4> ,"",<4> ,16.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 4:45,1,1,15,"",14.0,<4> ,56,<4> ,996,<4> ,1.3,<4> ,"",<4> ,"",238,<4> ,"",<4> ,45.2,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 5:00,1,1,60,"",14.8,<4> ,52,<4> ,996,<4> ,1.1,<4> ,3.5,<4> ,"",218,<4> ,"",<4> ,159.6,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 5:00,1,1,15,"",15.5,<4> ,49,<4> ,996,<4> ,2.5,<4> ,"",<4> ,"",251,<4> ,"",<4> ,95.3,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 5:15,1,1,15,"",16.7,<4> ,49,<4> ,996,<4> ,1.9,<4> ,"",<4> ,"",216,<4> ,"",<4> ,156.5,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 5:30,1,1,15,"",17.6,<4> ,44,<4> ,996,<4> ,0.2,<4> ,"",<4> ,"",201,<4> ,"",<4> ,240.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 5:45,1,1,15,"",18.6,<4> ,45,<4> ,996,<4> ,1.3,<4> ,"",<4> ,"",227,<4> ,"",<4> ,318.6,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 6:00,1,1,60,"",17.5,<4> ,46,<4> ,996,<4> ,1.6,<4> ,4.7,<4> ,"",224,<4> ,"",<4> ,1125.2,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 6:00,1,1,15,"",19.1,<4> ,43,<4> ,996,<4> ,1.9,<4> ,"",<4> ,"",165,<4> ,"",<4> ,410.1,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 6:15,1,1,15,"",19.7,<4> ,46,<4> ,996,<4> ,1.3,<4> ,"",<4> ,"",234,<4> ,"",<4> ,494.8,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 6:30,1,1,15,"",20.5,<4> ,44,<4> ,997,<4> ,1.7,<4> ,"",<4> ,"",222,<4> ,"",<4> ,583.9,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 6:45,1,1,15,"",21.2,<4> ,47,<4> ,997,<4> ,1.7,<4> ,"",<4> ,"",230,<4> ,"",<4> ,670.2,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 7:00,1,1,60,"",20.3,<4> ,45,<4> ,997,<4> ,2.1,<4> ,5.2,<4> ,"",223,<4> ,"",<4> ,2509.2,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 7:00,1,1,15,"",21.7,<4> ,44,<4> ,997,<4> ,1.1,<4> ,"",<4> ,"",201,<4> ,"",<4> ,760.3,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 7:15,1,1,15,"",22.4,<4> ,46,<4> ,997,<4> ,2.3,<4> ,"",<4> ,"",231,<4> ,"",<4> ,848.4,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 7:30,1,1,15,"",22.8,<4> ,47,<4> ,997,<4> ,2.5,<4> ,"",<4> ,"",235,<4> ,"",<4> ,929.5,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 7:45,1,1,15,"",22.9,<4> ,45,<4> ,997,<4> ,2.9,<4> ,"",<4> ,"",235,<4> ,"",<4> ,1017.7,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 8:00,1,1,60,"",22.6,<4> ,46,<4> ,997,<4> ,2.6,<4> ,5.6,<4> ,"",229,<4> ,"",<4> ,3895.8,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 8:00,1,1,15,"",23.7,<4> ,44,<4> ,996,<4> ,3.5,<4> ,"",<4> ,"",199,<4> ,"",<4> ,1100.1,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 8:15,1,1,15,"",24.5,<4> ,44,<4> ,997,<4> ,1.9,<4> ,"",<4> ,"",182,<4> ,"",<4> ,1182.4,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 8:30,1,1,15,"",25.3,<4> ,41,<4> ,996,<4> ,4.8,<4> ,"",<4> ,"",303,<4> ,"",<4> ,1247.5,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 8:45,1,1,15,"",25.6,<4> ,39,<4> ,996,<4> ,2.2,<4> ,"",<4> ,"",208,<4> ,"",<4> ,1301.5,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 9:00,1,1,60,"",25.1,<4> ,42,<4> ,996,<4> ,2.3,<4> ,6.5,<4> ,"",239,<4> ,"",<4> ,5109.2,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 9:00,1,1,15,"",26.0,<4> ,41,<4> ,996,<4> ,3.0,<4> ,"",<4> ,"",236,<4> ,"",<4> ,1377.8,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 9:15,1,1,15,"",26.5,<4> ,39,<4> ,996,<4> ,3.0,<4> ,"",<4> ,"",218,<4> ,"",<4> ,1433.2,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 9:30,1,1,15,"",27.4,<4> ,39,<4> ,996,<4> ,1.5,<4> ,"",<4> ,"",202,<4> ,"",<4> ,1493.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 9:45,1,1,15,"",27.5,<4> ,39,<4> ,996,<4> ,1.7,<4> ,"",<4> ,"",264,<4> ,"",<4> ,1539.8,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 10:00,1,1,15,"",27.4,<4> ,38,<4> ,996,<4> ,2.0,<4> ,"",<4> ,"",254,<4> ,"",<4> ,1559.6,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 10:00,1,1,60,"",26.9,<4> ,39,<4> ,996,<4> ,2.7,<4> ,6.2,<4> ,"",240,<4> ,"",<4> ,6025.6,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 10:15,1,1,15,"",27.8,<4> ,35,<4> ,996,<4> ,3.8,<4> ,"",<4> ,"",248,<4> ,"",<4> ,1406.9,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 10:30,1,1,15,"",28.1,<4> ,35,<4> ,996,<4> ,3.2,<4> ,"",<4> ,"",238,<4> ,"",<4> ,1490.5,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 10:45,1,1,15,"",27.6,<4> ,37,<4> ,995,<4> ,1.9,<4> ,"",<4> ,"",247,<4> ,"",<4> ,1491.5,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 11:00,1,1,15,"",28.2,<4> ,37,<4> ,995,<4> ,3.0,<4> ,"",<4> ,"",213,<4> ,"",<4> ,1498.7,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 11:00,1,1,60,"",27.9,<4> ,36,<4> ,996,<4> ,2.6,<4> ,6.5,<4> ,"",241,<4> ,"",<4> ,5887.6,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 11:15,1,1,15,"",28.2,<4> ,36,<4> ,995,<4> ,2.6,<4> ,"",<4> ,"",282,<4> ,"",<4> ,1346.5,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 11:30,1,1,15,"",28.1,<4> ,35,<4> ,995,<4> ,3.7,<4> ,"",<4> ,"",207,<4> ,"",<4> ,1134.9,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 11:45,1,1,15,"",28.0,<4> ,38,<4> ,995,<4> ,2.2,<4> ,"",<4> ,"",242,<4> ,"",<4> ,1243.4,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 12:00,1,1,15,"",28.3,<4> ,34,<4> ,995,<4> ,3.0,<4> ,"",<4> ,"",229,<4> ,"",<4> ,1303.2,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 12:00,1,1,60,"",28.3,<4> ,35,<4> ,995,<4> ,3.0,<4> ,8.6,<4> ,"",244,<4> ,"",<4> ,5028.0,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 12:15,1,1,15,"",29.0,<4> ,33,<4> ,995,<4> ,2.0,<4> ,"",<4> ,"",249,<4> ,"",<4> ,1461.1,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 12:30,1,1,15,"",28.8,<4> ,32,<4> ,995,<4> ,2.6,<4> ,"",<4> ,"",244,<4> ,"",<4> ,1459.2,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 12:45,1,1,15,"",29.2,<4> ,29,<4> ,995,<4> ,5.9,<4> ,"",<4> ,"",244,<4> ,"",<4> ,1386.8,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 13:00,1,1,15,"",29.4,<4> ,30,<4> ,994,<4> ,1.1,<4> ,"",<4> ,"",259,<4> ,"",<4> ,1429.1,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 13:00,1,1,60,"",29.0,<4> ,31,<4> ,995,<4> ,3.4,<4> ,7.4,<4> ,"",247,<4> ,"",<4> ,5736.2,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 13:15,1,1,15,"",28.3,<4> ,31,<4> ,994,<4> ,3.3,<4> ,"",<4> ,"",249,<4> ,"",<4> ,1035.3,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 13:30,1,1,15,"",28.8,<4> ,33,<4> ,994,<4> ,1.4,<4> ,"",<4> ,"",241,<4> ,"",<4> ,996.2,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 13:45,1,1,15,"",28.5,<4> ,31,<4> ,994,<4> ,3.3,<4> ,"",<4> ,"",259,<4> ,"",<4> ,1014.1,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 14:00,1,1,15,"",27.6,<4> ,34,<4> ,994,<4> ,1.7,<4> ,"",<4> ,"",254,<4> ,"",<4> ,891.1,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 14:00,1,1,60,"",28.7,<4> ,32,<4> ,994,<4> ,2.9,<4> ,7.3,<4> ,"",241,<4> ,"",<4> ,3936.7,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 14:15,1,1,15,"",27.8,<4> ,32,<4> ,994,<4> ,0.9,<4> ,"",<4> ,"",248,<4> ,"",<4> ,929.6,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 14:30,1,1,15,"",27.6,<4> ,34,<4> ,994,<4> ,1.3,<4> ,"",<4> ,"",166,<4> ,"",<4> ,797.4,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 14:45,1,1,15,"",27.2,<4> ,34,<4> ,994,<4> ,3.2,<4> ,"",<4> ,"",190,<4> ,"",<4> ,662.7,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 15:00,1,1,15,"",27.5,<4> ,34,<4> ,994,<4> ,1.7,<4> ,"",<4> ,"",108,<4> ,"",<4> ,616.1,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 15:00,1,1,60,"",27.6,<4> ,34,<4> ,994,<4> ,2.1,<4> ,7.0,<4> ,"",212,<4> ,"",<4> ,3005.7,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 15:15,1,1,15,"",27.2,<4> ,32,<4> ,994,<4> ,1.1,<4> ,"",<4> ,"",132,<4> ,"",<4> ,539.1,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 15:30,1,1,15,"",27.3,<4> ,33,<4> ,994,<4> ,0.3,<4> ,"",<4> ,"",143,<4> ,"",<4> ,517.2,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 15:45,1,1,15,"",27.1,<4> ,36,<4> ,994,<4> ,1.9,<4> ,"",<4> ,"",121,<4> ,"",<4> ,448.8,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 16:00,1,1,15,"",27.0,<4> ,36,<4> ,994,<4> ,2.5,<4> ,"",<4> ,"",197,<4> ,"",<4> ,406.4,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 16:00,1,1,60,"",27.2,<4> ,34,<4> ,994,<4> ,1.7,<4> ,5.6,<4> ,"",182,<4> ,"",<4> ,1911.4,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 16:15,1,1,15,"",26.7,<4> ,41,<4> ,994,<4> ,1.5,<4> ,"",<4> ,"",181,<4> ,"",<4> ,312.1,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 16:30,1,1,15,"",26.7,<4> ,40,<4> ,993,<4> ,0.8,<4> ,"",<4> ,"",172,<4> ,"",<4> ,253.3,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 16:45,1,1,15,"",26.7,<4> ,39,<4> ,993,<4> ,0.2,<4> ,"",<4> ,"",204,<4> ,"",<4> ,219.8,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 17:00,1,1,15,"",26.5,<4> ,41,<4> ,993,<4> ,1.4,<4> ,"",<4> ,"",206,<4> ,"",<4> ,219.9,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 17:00,1,1,60,"",26.7,<4> ,38,<4> ,993,<4> ,1.1,<4> ,3.7,<4> ,"",180,<4> ,"",<4> ,1005.2,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 17:15,1,1,15,"",26.0,<4> ,42,<4> ,993,<4> ,1.9,<4> ,"",<4> ,"",181,<4> ,"",<4> ,200.9,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 17:30,1,1,15,"",25.5,<4> ,43,<4> ,993,<4> ,2.8,<4> ,"",<4> ,"",189,<4> ,"",<4> ,144.9,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 17:45,1,1,15,"",25.0,<4> ,43,<4> ,993,<4> ,2.9,<4> ,"",<4> ,"",126,<4> ,"",<4> ,92.3,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 18:00,1,1,15,"",24.3,<4> ,44,<4> ,994,<4> ,1.1,<4> ,"",<4> ,"",156,<4> ,"",<4> ,41.5,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 18:00,1,1,60,"",25.5,<4> ,43,<4> ,994,<4> ,1.3,<4> ,3.7,<4> ,"",167,<4> ,"",<4> ,479.5,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 18:15,1,1,15,"",23.8,<4> ,44,<4> ,994,<4> ,0.9,<4> ,"",<4> ,"",124,<4> ,"",<4> ,13.2,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 18:30,1,1,15,"",23.5,<4> ,45,<4> ,994,<4> ,0.9,<4> ,"",<4> ,"",175,<4> ,"",<4> ,2.6,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 18:45,1,1,15,"",23.2,<4> ,45,<4> ,994,<4> ,2.8,<4> ,"",<4> ,"",158,<4> ,"",<4> ,0.2,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 19:00,1,1,15,"",22.8,<4> ,49,<4> ,995,<4> ,0.5,<4> ,"",<4> ,"",204,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 19:00,1,1,60,"",23.5,<4> ,45,<4> ,994,<4> ,1.8,<4> ,7.6,<4> ,"",165,<4> ,"",<4> ,15.9,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 19:15,1,1,15,"",22.5,<4> ,51,<4> ,995,<4> ,0.5,<4> ,"",<4> ,"",135,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 19:30,1,1,15,"",20.7,<4> ,65,<4> ,994,<4> ,1.4,<4> ,"",<4> ,"",49,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 19:45,1,1,15,"",21.3,<4> ,56,<4> ,994,<4> ,0.3,<4> ,"",<4> ,"",155,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 20:00,1,1,15,"",21.6,<4> ,58,<4> ,994,<4> ,2.3,<4> ,"",<4> ,"",147,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 20:00,1,1,60,"",21.9,<4> ,55,<4> ,994,<4> ,2.3,<4> ,6.7,<4> ,"",177,<4> ,"",<4> ,0.0,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 20:15,1,1,15,"",21.1,<4> ,60,<4> ,994,<4> ,1.7,<4> ,"",<4> ,"",199,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 20:30,1,1,15,"",21.0,<4> ,60,<4> ,994,<4> ,1.7,<4> ,"",<4> ,"",130,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 20:45,1,1,15,"",20.7,<4> ,63,<4> ,994,<4> ,1.4,<4> ,"",<4> ,"",191,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 21:00,1,1,15,"",20.3,<4> ,64,<4> ,994,<4> ,1.5,<4> ,"",<4> ,"",162,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 21:00,1,1,60,"",21.0,<4> ,61,<4> ,994,<4> ,2.0,<4> ,5.3,<4> ,"",181,<4> ,"",<4> ,0.0,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 21:15,1,1,15,"",19.9,<4> ,66,<4> ,994,<4> ,3.0,<4> ,"",<4> ,"",235,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 21:30,1,1,15,"",18.4,<4> ,74,<4> ,994,<4> ,0.5,<4> ,"",<4> ,"",248,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 21:45,1,1,15,"",17.5,<4> ,78,<4> ,994,<4> ,0.2,<4> ,"",<4> ,"",215,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 22:00,1,1,15,"",16.5,<4> ,81,<4> ,994,<4> ,0.2,<4> ,"",<4> ,"",238,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 22:00,1,1,60,"",18.6,<4> ,72,<4> ,994,<4> ,0.7,<4> ,4.1,<4> ,"",235,<4> ,"",<4> ,0.0,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 22:15,1,1,15,"",16.2,<4> ,82,<4> ,994,<4> ,0.2,<4> ,"",<4> ,"",241,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 22:30,1,1,15,"",15.9,<4> ,83,<4> ,994,<4> ,0.2,<4> ,"",<4> ,"",183,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 22:45,1,1,15,"",17.9,<4> ,71,<4> ,994,<4> ,0.2,<4> ,"",<4> ,"",198,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 23:00,1,1,15,"",19.0,<4> ,68,<4> ,994,<4> ,0.9,<4> ,"",<4> ,"",135,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 23:00,1,1,60,"",17.0,<4> ,77,<4> ,994,<4> ,0.6,<4> ,3.8,<4> ,"",214,<4> ,"",<4> ,0.0,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 23:15,1,1,15,"",19.2,<4> ,68,<4> ,994,<4> ,2.2,<4> ,"",<4> ,"",282,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 23:30,1,1,15,"",19.0,<4> ,68,<4> ,994,<4> ,2.2,<4> ,"",<4> ,"",247,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/01/2001 23:45,1,1,15,"",19.2,<4> ,67,<4> ,995,<4> ,2.0,<4> ,"",<4> ,"",213,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/02/2001 0:00,1,1,15,"",19.1,<4> ,68,<4> ,995,<4> ,1.7,<4> ,"",<4> ,"",213,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
"owcowmet  ","P",05/02/2001 0:00,1,1,60,"",19.2,<4> ,68,<4> ,994,<4> ,1.6,<4> ,4.7,<4> ,"",225,<4> ,"",<4> ,0.0,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/02/2001 0:00,1,1,144,"",22.0,<4> ,47,<4> ,995,<4> ,1.8,<4> ,8.6,<4> ,1156,212,<4> ,41,<4> ,45831.4,<4> ,0.0,<4> ,"",<-1> ,
"owcowmet  ","P",05/02/2001 0:15,1,1,15,"",18.4,<4> ,71,<4> ,994,<4> ,2.8,<4> ,"",<4> ,"",221,<4> ,"",<4> ,0.0,<4> ,"",<4> ,"",<-1> ,
